"valor","unidade_da_federacao","ano","cor_ou_raca","religiao"
1067,"Amazonas","2000","Parda","Evangélica de Missão"
63135,"Amazonas","2000","Parda","Evangélica de Missão"
605,"Amazonas","2000","Parda","Evangélica de Missão"
42050,"Amazonas","2000","Parda","Evangélica de Missão"
31,"Amazonas","2000","Parda","Outras Religiões"
253451,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
171645,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
3316,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
881,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
9157,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
32945,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
176,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
14410,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
255,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
20665,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
21050,"Amazonas","2000","Parda","Outras cristãs"
6807,"Amazonas","2000","Parda","Outras cristãs"
14242,"Amazonas","2000","Parda","Evangélica de origem pentecostal"
8784,"Amazonas","2000","Parda","Outras cristãs"
714,"Amazonas","2000","Parda","Outras cristãs"
714,"Amazonas","2000","Parda","Outras cristãs"
3342,"Amazonas","2000","Parda","Outras cristãs"
10671,"Amazonas","2000","Parda","Outras cristãs"
35,"Amazonas","2000","Parda","Outras Religiões"
4289,"Amazonas","2000","Parda","Outras Religiões"
279,"Amazonas","2000","Parda","Outras Religiões"
96,"Amazonas","2000","Parda","Outras Religiões"
148,"Amazonas","2000","Parda","Outras Religiões"
31,"Amazonas","2000","Parda","Outras Religiões"
456,"Amazonas","2000","Parda","Outras Religiões"
125,"Amazonas","2000","Parda","Outras Religiões"
90,"Amazonas","2000","Parda","Outras Religiões"
36,"Amazonas","2000","Parda","Outras Religiões"
30,"Amazonas","2000","Parda","Outras Religiões"
57,"Amazonas","2000","Parda","Outras Religiões"
158,"Amazonas","2000","Parda","Outras Religiões"
358,"Amazonas","2000","Parda","Outras Religiões"
109,"Amazonas","2000","Parda","Outras Religiões"
86306,"Amazonas","2000","Parda","Sem religião"
4955,"Amazonas","2000","Parda","Outras Religiões"
4732,"Amazonas","2000","Parda","Outras Religiões"
57159,"Amazonas","2000","Indígena","Católica"
1868,"Amazonas","2000","Indígena","Católica"
10,"Amazonas","2000","Indígena","Católica"
28149,"Amazonas","2000","Indígena","Outras Religiões"
17380,"Amazonas","2000","Indígena","Evangélica de Missão"
370,"Amazonas","2000","Indígena","Evangélica de Missão"
10,"Amazonas","2000","Indígena","Evangélica de Missão"
15347,"Amazonas","2000","Indígena","Evangélica de Missão"
1653,"Amazonas","2000","Indígena","Evangélica de Missão"
8392,"Amazonas","2000","Indígena","Evangélica de origem pentecostal"
7334,"Amazonas","2000","Indígena","Evangélica de origem pentecostal"
156,"Amazonas","2000","Indígena","Evangélica de origem pentecostal"
113,"Amazonas","2000","Indígena","Evangélica de origem pentecostal"
423,"Amazonas","2000","Indígena","Evangélica de origem pentecostal"
103,"Amazonas","2000","Indígena","Evangélica de origem pentecostal"
263,"Amazonas","2000","Indígena","Evangélica de origem pentecostal"
1111,"Amazonas","2000","Indígena","Outras cristãs"
234,"Amazonas","2000","Indígena","Outras cristãs"
877,"Amazonas","2000","Indígena","Evangélica de origem pentecostal"
1266,"Amazonas","2000","Indígena","Outras cristãs"
61,"Amazonas","2000","Indígena","Outras cristãs"
61,"Amazonas","2000","Indígena","Outras cristãs"
74,"Amazonas","2000","Indígena","Outras cristãs"
193,"Amazonas","2000","Indígena","Outras cristãs"
8,"Amazonas","2000","Indígena","Outras Religiões"
95,"Amazonas","2000","Indígena","Outras Religiões"
15,"Amazonas","2000","Indígena","Outras Religiões"
23,"Amazonas","2000","Indígena","Outras Religiões"
18532,"Amazonas","2000","Indígena","Sem religião"
6089,"Amazonas","2000","Indígena","Outras Religiões"
1116,"Amazonas","2000","Indígena","Outras Religiões"
28094,"Amazonas","2000","Sem declaração","Católica"
174,"Amazonas","2000","Sem declaração","Católica"
7718,"Amazonas","2000","Sem declaração","Outras Religiões"
2451,"Amazonas","2000","Sem declaração","Evangélica de Missão"
7,"Amazonas","2000","Sem declaração","Evangélica de Missão"
47,"Amazonas","2000","Sem declaração","Evangélica de Missão"
8,"Amazonas","2000","Sem declaração","Evangélica de Missão"
1497,"Amazonas","2000","Sem declaração","Evangélica de Missão"
891,"Amazonas","2000","Sem declaração","Evangélica de Missão"
4566,"Amazonas","2000","Sem declaração","Evangélica de origem pentecostal"
3294,"Amazonas","2000","Sem declaração","Evangélica de origem pentecostal"
33,"Amazonas","2000","Sem declaração","Evangélica de origem pentecostal"
47,"Amazonas","2000","Sem declaração","Evangélica de origem pentecostal"
154,"Amazonas","2000","Sem declaração","Evangélica de origem pentecostal"
405,"Amazonas","2000","Sem declaração","Evangélica de origem pentecostal"
340,"Amazonas","2000","Sem declaração","Evangélica de origem pentecostal"
293,"Amazonas","2000","Sem declaração","Evangélica de origem pentecostal"
510,"Amazonas","2000","Sem declaração","Outras cristãs"
236,"Amazonas","2000","Sem declaração","Outras cristãs"
274,"Amazonas","2000","Sem declaração","Evangélica de origem pentecostal"
192,"Amazonas","2000","Sem declaração","Outras cristãs"
9,"Amazonas","2000","Sem declaração","Outras cristãs"
9,"Amazonas","2000","Sem declaração","Outras cristãs"
41,"Amazonas","2000","Sem declaração","Outras cristãs"
148,"Amazonas","2000","Sem declaração","Outras cristãs"
150,"Amazonas","2000","Sem declaração","Outras Religiões"
31,"Amazonas","2000","Sem declaração","Outras Religiões"
15,"Amazonas","2000","Sem declaração","Outras Religiões"
23,"Amazonas","2000","Sem declaração","Outras Religiões"
13,"Amazonas","2000","Sem declaração","Outras Religiões"
11,"Amazonas","2000","Sem declaração","Outras Religiões"
27,"Amazonas","2000","Sem declaração","Outras Religiões"
9,"Amazonas","2000","Sem declaração","Outras Religiões"
1801,"Amazonas","2000","Sem declaração","Sem religião"
451,"Amazonas","2000","Sem declaração","Outras Religiões"
2131,"Amazonas","2000","Sem declaração","Outras Religiões"
55222,"Roraima","2000","Branca","Católica"
252,"Roraima","2000","Branca","Católica"
17113,"Roraima","2000","Branca","Outras Religiões"
5173,"Roraima","2000","Branca","Evangélica de Missão"
425,"Roraima","2000","Branca","Evangélica de Missão"
516,"Roraima","2000","Branca","Evangélica de Missão"
27,"Roraima","2000","Branca","Evangélica de Missão"
2817,"Roraima","2000","Branca","Evangélica de Missão"
71,"Roraima","2000","Branca","Evangélica de Missão"
1318,"Roraima","2000","Branca","Evangélica de Missão"
11115,"Roraima","2000","Branca","Evangélica de origem pentecostal"
8227,"Roraima","2000","Branca","Evangélica de origem pentecostal"
672,"Roraima","2000","Branca","Evangélica de origem pentecostal"
912,"Roraima","2000","Branca","Evangélica de origem pentecostal"
977,"Roraima","2000","Branca","Evangélica de origem pentecostal"
148,"Roraima","2000","Branca","Evangélica de origem pentecostal"
9,"Roraima","2000","Branca","Evangélica de origem pentecostal"
169,"Roraima","2000","Branca","Evangélica de origem pentecostal"
497,"Roraima","2000","Branca","Outras cristãs"
419,"Roraima","2000","Branca","Outras cristãs"
78,"Roraima","2000","Branca","Evangélica de origem pentecostal"
328,"Roraima","2000","Branca","Outras cristãs"
202,"Roraima","2000","Branca","Outras cristãs"
202,"Roraima","2000","Branca","Outras cristãs"
118,"Roraima","2000","Branca","Outras cristãs"
463,"Roraima","2000","Branca","Outras cristãs"
661,"Roraima","2000","Branca","Outras Religiões"
16,"Roraima","2000","Branca","Outras Religiões"
20,"Roraima","2000","Branca","Outras Religiões"
131,"Roraima","2000","Branca","Outras Religiões"
176,"Roraima","2000","Branca","Outras Religiões"
167,"Roraima","2000","Branca","Outras Religiões"
9,"Roraima","2000","Branca","Outras Religiões"
4,"Roraima","2000","Branca","Outras Religiões"
11,"Roraima","2000","Branca","Outras Religiões"
243,"Roraima","2000","Branca","Outras Religiões"
5590,"Roraima","2000","Branca","Sem religião"
68,"Roraima","2000","Branca","Outras Religiões"
97,"Roraima","2000","Branca","Outras Religiões"
9246,"Roraima","2000","Preta","Católica"
51,"Roraima","2000","Preta","Católica"
2783,"Roraima","2000","Preta","Outras Religiões"
719,"Roraima","2000","Preta","Evangélica de Missão"
76,"Roraima","2000","Preta","Evangélica de Missão"
315,"Roraima","2000","Preta","Evangélica de Missão"
329,"Roraima","2000","Preta","Evangélica de Missão"
1928,"Roraima","2000","Preta","Evangélica de origem pentecostal"
1537,"Roraima","2000","Preta","Evangélica de origem pentecostal"
68,"Roraima","2000","Preta","Evangélica de origem pentecostal"
140,"Roraima","2000","Preta","Evangélica de origem pentecostal"
139,"Roraima","2000","Preta","Evangélica de origem pentecostal"
24,"Roraima","2000","Preta","Evangélica de origem pentecostal"
20,"Roraima","2000","Preta","Evangélica de origem pentecostal"
117,"Roraima","2000","Preta","Outras cristãs"
88,"Roraima","2000","Preta","Outras cristãs"
30,"Roraima","2000","Preta","Evangélica de origem pentecostal"
19,"Roraima","2000","Preta","Outras cristãs"
13,"Roraima","2000","Preta","Outras cristãs"
13,"Roraima","2000","Preta","Outras cristãs"
16,"Roraima","2000","Preta","Outras cristãs"
110,"Roraima","2000","Preta","Outras cristãs"
25,"Roraima","2000","Preta","Outras Religiões"
46,"Roraima","2000","Preta","Outras Religiões"
9,"Roraima","2000","Preta","Outras Religiões"
19,"Roraima","2000","Preta","Outras Religiões"
19,"Roraima","2000","Preta","Outras Religiões"
11,"Roraima","2000","Preta","Outras Religiões"
10,"Roraima","2000","Preta","Outras Religiões"
1370,"Roraima","2000","Preta","Sem religião"
16,"Roraima","2000","Preta","Outras Religiões"
244,"Roraima","2000","Amarela","Católica"
113,"Roraima","2000","Amarela","Outras Religiões"
37,"Roraima","2000","Amarela","Evangélica de Missão"
8,"Roraima","2000","Amarela","Evangélica de Missão"
17,"Roraima","2000","Amarela","Evangélica de Missão"
12,"Roraima","2000","Amarela","Evangélica de Missão"
24,"Roraima","2000","Amarela","Evangélica de origem pentecostal"
16,"Roraima","2000","Amarela","Evangélica de origem pentecostal"
8,"Roraima","2000","Amarela","Evangélica de origem pentecostal"
52,"Roraima","2000","Amarela","Outras cristãs"
14,"Roraima","2000","Amarela","Outras cristãs"
46,"Roraima","2000","Amarela","Outras Religiões"
37,"Roraima","2000","Amarela","Sem religião"
131640,"Roraima","2000","Parda","Católica"
662,"Roraima","2000","Parda","Católica"
21,"Roraima","2000","Parda","Católica"
47074,"Roraima","2000","Parda","Outras Religiões"
10788,"Roraima","2000","Parda","Evangélica de Missão"
73,"Roraima","2000","Parda","Evangélica de Missão"
555,"Roraima","2000","Parda","Evangélica de Missão"
85,"Roraima","2000","Parda","Evangélica de Missão"
5706,"Roraima","2000","Parda","Evangélica de Missão"
103,"Roraima","2000","Parda","Evangélica de Missão"
4266,"Roraima","2000","Parda","Evangélica de Missão"
34584,"Roraima","2000","Parda","Evangélica de origem pentecostal"
24897,"Roraima","2000","Parda","Evangélica de origem pentecostal"
1566,"Roraima","2000","Parda","Evangélica de origem pentecostal"
3089,"Roraima","2000","Parda","Evangélica de origem pentecostal"
3505,"Roraima","2000","Parda","Evangélica de origem pentecostal"
823,"Roraima","2000","Parda","Evangélica de origem pentecostal"
704,"Roraima","2000","Parda","Evangélica de origem pentecostal"
1057,"Roraima","2000","Parda","Outras cristãs"
657,"Roraima","2000","Parda","Outras cristãs"
400,"Roraima","2000","Parda","Evangélica de origem pentecostal"
645,"Roraima","2000","Parda","Outras cristãs"
256,"Roraima","2000","Parda","Outras cristãs"
256,"Roraima","2000","Parda","Outras cristãs"
320,"Roraima","2000","Parda","Outras cristãs"
764,"Roraima","2000","Parda","Outras cristãs"
635,"Roraima","2000","Parda","Outras Religiões"
22,"Roraima","2000","Parda","Outras Religiões"
26,"Roraima","2000","Parda","Outras Religiões"
20,"Roraima","2000","Parda","Outras Religiões"
323,"Roraima","2000","Parda","Outras Religiões"
193,"Roraima","2000","Parda","Outras Religiões"
185,"Roraima","2000","Parda","Outras Religiões"
9,"Roraima","2000","Parda","Outras Religiões"
4,"Roraima","2000","Parda","Outras Religiões"
8,"Roraima","2000","Parda","Outras Religiões"
28,"Roraima","2000","Parda","Outras Religiões"
94,"Roraima","2000","Parda","Outras Religiões"
17138,"Roraima","2000","Parda","Sem religião"
90,"Roraima","2000","Parda","Outras Religiões"
342,"Roraima","2000","Parda","Outras Religiões"
17895,"Roraima","2000","Indígena","Católica"
83,"Roraima","2000","Indígena","Católica"
5453,"Roraima","2000","Indígena","Outras Religiões"
1630,"Roraima","2000","Indígena","Evangélica de Missão"
19,"Roraima","2000","Indígena","Evangélica de Missão"
1105,"Roraima","2000","Indígena","Evangélica de Missão"
506,"Roraima","2000","Indígena","Evangélica de Missão"
2932,"Roraima","2000","Indígena","Evangélica de origem pentecostal"
2321,"Roraima","2000","Indígena","Evangélica de origem pentecostal"
359,"Roraima","2000","Indígena","Evangélica de origem pentecostal"
139,"Roraima","2000","Indígena","Evangélica de origem pentecostal"
18,"Roraima","2000","Indígena","Evangélica de origem pentecostal"
95,"Roraima","2000","Indígena","Evangélica de origem pentecostal"
838,"Roraima","2000","Indígena","Outras cristãs"
838,"Roraima","2000","Indígena","Outras cristãs"
54,"Roraima","2000","Indígena","Outras cristãs"
27,"Roraima","2000","Indígena","Outras cristãs"
31,"Roraima","2000","Indígena","Outras Religiões"
9,"Roraima","2000","Indígena","Outras Religiões"
4201,"Roraima","2000","Indígena","Sem religião"
210,"Roraima","2000","Indígena","Outras Religiões"
219,"Roraima","2000","Indígena","Outras Religiões"
1320,"Roraima","2000","Sem declaração","Católica"
410,"Roraima","2000","Sem declaração","Outras Religiões"
87,"Roraima","2000","Sem declaração","Evangélica de Missão"
45,"Roraima","2000","Sem declaração","Evangélica de Missão"
42,"Roraima","2000","Sem declaração","Evangélica de Missão"
318,"Roraima","2000","Sem declaração","Evangélica de origem pentecostal"
212,"Roraima","2000","Sem declaração","Evangélica de origem pentecostal"
28,"Roraima","2000","Sem declaração","Evangélica de origem pentecostal"
32,"Roraima","2000","Sem declaração","Evangélica de origem pentecostal"
24,"Roraima","2000","Sem declaração","Evangélica de origem pentecostal"
22,"Roraima","2000","Sem declaração","Evangélica de origem pentecostal"
5,"Roraima","2000","Sem declaração","Outras cristãs"
5,"Roraima","2000","Sem declaração","Outras cristãs"
8,"Roraima","2000","Sem declaração","Outras cristãs"
8,"Roraima","2000","Sem declaração","Outras cristãs"
15,"Roraima","2000","Sem declaração","Outras cristãs"
14,"Roraima","2000","Sem declaração","Outras cristãs"
7,"Roraima","2000","Sem declaração","Outras Religiões"
150,"Roraima","2000","Sem declaração","Sem religião"
5,"Roraima","2000","Sem declaração","Outras Religiões"
